Store name, number of reviews, consumption, main cuisine, address, detail link, detail rating, business hours
Yexiao·Crayfish·Hunan Cuisine (Pazhou Branch), 289,112, Crayfish, Pazhou, https://www.dianping.com/shop/H73nYfWQBi5dfsTn, Taste: 8.6 Environment: 8.3 Service: 8.3, Monday to Sunday 10 :00-14:0017:00-24:00
Sanyou Noodle House (Fuji Road Store), 64, 16, noodle shop, along Binjiang Road, https://www.dianping.com/shop/l4D4SdwrwHRNLplP, Taste: 7.3 Environment: 7.2 Service: 7.3, Monday to Sunday 07:00 -23:00
Old Captain Seafood Steam Pot (Yingbin Avenue Store), 372,89, Seafood, Huadu District, https://www.dianping.com/shop/k9UIbk5skTDwZg76, Taste: 7.8 Environment: 7.6 Service: 7.6, Monday to Sunday 11:00-14:0017:00-21:00
Guangsheng Tongda Seafood Restaurant (Huangsha Branch), 368,186, seafood, sand noodles, https://www.dianping.com/shop/k5uRj3khzpg3EIjo, Taste: 8.0 Environment: 7.3 Service: 7.5, Monday to Sunday 11:00 -04:00
Lanzhou Ramen (Renhe Shop), 20,17, Noodle Shop, Jiahe/Rhehe, https://www.dianping.com/shop/k4XHeiCS7l84Thzg, Taste: 7.0 Environment: 7.1 Service: 7.1, Monday to Sunday 08:00 -23:00
Pazhou Peidefu, 179,435, Western food, Pazhou, https://www.dianping.com/shop/k4PYFwMGggHi3Vio, Taste: 8.0 Environment: 8.0 Service: 7.6, Monday to Sunday 08:30-17:30
Xiangyang Beef Noodles (Jiangxia Branch), 18, 17, Noodle Shop, Huangshi, https://www.dianping.com/shop/k2ZCgYRYLATprMAH, Taste: 7.4 Environment: 6.7 Service: 6.9, Monday to Sunday 07:30-23: 00
Yiyi Cai Spicy Seafood. Food stall (Zhujiang New City store), 722,217, Seafood, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/jNM1d0wh28P6hAdG, Taste: 8.2 Environment: 8.2 Service: 8.1, Monday to Sunday 17:00-02:00
Tongji Chicken Porridge Noodle Shop, 2701,37, snacks and fast food, Shangxiajiu Commercial District, https://www.dianping.com/shop/jAetq1GSMZoUU8GF, Taste: 7.4 Environment: 6.1 Service: 6.9, Monday to Sunday 11: 30-22:30
Lao Huo Ji Cantonese Restaurant (Zhanqian Road Store), 666,77, Cantonese Restaurant, Railway Station/Renmin North Road, https://www.dianping.com/shop/iijJ40xaVVkwyby4, Taste: 7.7 Environment: 7.8 Service: 7.3 , Monday to Sunday 07:00-14:30 17:00-22:30
Yiwei Seafood Grilled Bar (Baiyun Flagship Store), 69,77, Seafood, Tonghe/Jingxi, https://www.dianping.com/shop/iJTk2SIYg9GzCBBo, Taste: 7.2 Environment: 7.2 Service: 7.1, Monday to Sunday 17:00-04:00
Bird Sword Izakaya (Huichuang Guomao Store), 1128,142, Japanese cuisine, Xintang, https://www.dianping.com/shop/H7zTGL2MbKTj0VvH, Taste: 9.0 Environment: 9.1 Service: 9.1, Monday to Sunday 11: 30-14:0017:30-24:00
Bird Sword Izakaya (Huichuang Guomao Store), 1128,140, ​​Japanese cuisine, Xintang, https://www.dianping.com/shop/H7zTGL2MbKTj0VvH, Taste: 9.0 Environment: 9.1 Service: 9.1, Monday to Sunday 11: 30-14:0017:30-24:00
Taowa (Huadu Sunac Mao Store), 216,83, Hunan Cuisine, Sunac Mao, https://www.dianping.com/shop/H7ilQsF9Qsquyeqj, Taste: 8.0 Environment: 8.0 Service: 7.8, Monday to Friday 11 :00-14:3017:00-21:00Saturday and Sunday11:00-21:00
HiTea (Baiyun CapitaLand Store), 2186, 22, Tea Juice, CapitaLand Plaza, https://www.dianping.com/shop/H7gumU63hDd5JwNx, Taste: 8.4 Environment: 8.4 Service: 8.2, Monday to Sunday 10 :00-22:00
Niannian Restaurant (Suishi Branch), 541,47, Specialties, University Town, https://www.dianping.com/shop/H7AXPE6314AtvTcL, Taste: 8.6 Environment: 8.4 Service: 9.0, Monday to Sunday 11:00 -14:0017:00-21:00
Baiguoyuan (Vanke Eastgate Second Store), 70,50, fruit shop, Central City, https://www.dianping.com/shop/H6aunSEIyZ3BnHVJ, Taste: 7.2 Environment: 7.2 Service: 7.2, Monday to Sunday 08 :00-23:30
Xiaomianfei (Jianshe Sanma Road store), 295,20, porridge noodles, Xiaobei/Taojin, https://www.dianping.com/shop/H5UFisls0X1c2T0G, Taste: 7.5 Environment: 7.3 Service: 7.4, Monday to Sunday 07:00-21:00
Good Durian Love·Durian Experience Store, 68,126, Dessert, Zhujiang New Town, https://www.dianping.com/shop/H58h184Wieeg42c3, Taste: 7.2 Environment: 7.1 Service: 7.3, Monday to Sunday 09:00-24:00
Yinghui Chaoshan rice rolls (supper shop), 27, 17, porridge noodles, Changlong/Nancun, https://www.dianping.com/shop/H40Zs9mETuwbSAGp, taste: 7.4 environment: 7.3 service: 7.3, Monday to Sunday 18:30-02:00
Yifan Xiangxu (Luogang Aoyuan Plaza Store), 1470,67, Hunan Cuisine, Central City, https://www.dianping.com/shop/H3oE2tHaOovfAsoJ, Taste: 8.9 Environment: 9.0 Service: 8.8, Monday to Sunday 11:00-15:0017:00-21:00
When the sun wakes up, camping barbecue, 98,80, fusion barbecue, Yongtai, https://www.dianping.com/shop/H3FK5IrbvVL96Hnj, taste: 8.1 environment: 8.2 service: 8.3, Monday to Sunday 16:30-01: 30
Frog Xiaoxia (Panyu Binfen Store), 1597,83, Hunan Cuisine, Zhongcun, https://www.dianping.com/shop/H2sU0DemSqpOttSw, Taste: 8.3 Environment: 8.3 Service: 8.2, Tuesday to Thursday, Sunday 11: 00-21:30 Monday, Friday and Saturday 11:00-22:00
Aunt Qian (Shangpin Jingyuan Store), 21, 29, fresh food, Chebei/Dongpu, https://www.dianping.com/shop/H26h63xaVIN2BQaR, Taste: 7.1 Environment: 7.1 Service: 7.1, Monday to Sunday 07:00-23:30
Qinguan Noodle Road (Science City Store), 281, 26, porridge noodles, Science City/Luogang Gaodehui, https://www.dianping.com/shop/GayxuChrUhu8ZI2o, Taste: 7.7 Environment: 7.8 Service: 7.6 , Monday to Sunday 08:00-21:00
Meet Xiaomian (Dongfang Baotai Store), 1352, 28, porridge noodles, Tianhebei/Guangzhou East Railway Station, https://www.dianping.com/shop/GaFZ88rf2PHo4Bkr, Taste: 8.3 Environment: 8.0 Service: 8.2, Monday to Sunday 10:00-21:30
Kawagoe Shengli·Meiwa Fish Head Hot Pot (Jiahe Wanggang Store), 522,72, Sichuan Hot Pot, Jiahe Wanggang, https://www.dianping.com/shop/Ga7YYFLyZFMqiLQZ, Taste: 8.9 Environment: 8.9 Service: 8.9 , Monday to Sunday 17:00-03:00
Guangzhou Shifu Voco Hotel·TOCOcafe·Big Mouth Buffet Restaurant, 88,171, buffet, Shangxiajiu Commercial District, https://www.dianping.com/shop/Ga6xKtvng0fGpYqe, Taste: 7.1 Environment: 7.7 Service: 7.6, Friday to Sunday Sunday 07:00-10:00 18:00-21:30 Monday to Thursday 07:00-10:00
Jiang Yuer Pickled Fish (Nimble Plaza Store), 271,63, Pickled Fish/Boiled Fish, Central City, https://www.dianping.com/shop/G9zye4oJ0utHPsn3, Taste: 8.2 Environment: 8.3 Service: 8.1, Monday to Sunday 11:00-14:0017:00-21:00
Zunbao Pizza (Tangdenan Store), 836,33, Pizza, Tangxia, https://www.dianping.com/shop/G9ma6EMyPGmafPS7, Taste: 8.3 Environment: 8.1 Service: 8.3, Friday and Saturday 09:00 -23:00 Monday to Thursday Sunday 09:00-22:00
Zunbao Pizza (Tianfu Store), 2586, 31, Pizza, Tianhe Park/Shangshe, https://www.dianping.com/shop/G9i6oXH0ayFNqpID, Taste: 8.5 Environment: 8.1 Service: 8.3, Monday to Sunday 09: 00-22:00
VENCHI Wenqi (Tianhui Plaza Store), 645,80, Dessert, Zhujiang New Town, https://www.dianping.com/shop/G9h00FQeJkhxwCUE, Taste: 8.2 Environment: 8.3 Service: 7.9, Monday to Sunday 10:00 -22:00
Lixing Restaurant (Nimble Plaza Store), 146,72, Cantonese refreshments, Licheng, https://www.dianping.com/shop/k1fn3ulGsztUvNiS, Taste: 7.3 Environment: 7.5 Service: 7.2, Monday to Sunday 07: 00-22:00
Bangkok Canteen·Thai Family Cuisine, 621,75, Thai Cuisine, Yanling/Wushan, https://www.dianping.com/shop/k1bqMfP5v0mjxGor, Taste: 8.2 Environment: 8.0 Service: 8.0, Monday to Sunday 11:00 -14:0017:00-21:00
Steamed Wumen·Cantonese-style refreshments (Yongkang store), 102,54, Cantonese-style refreshments, Yonghe Town, https://www.dianping.com/shop/k1Gr6QJDbeTNdSIe, Taste: 7.4 Environment: 7.4 Service: 7.5, All from Monday to Sunday sky
Northeast Iron Pot Stew (Taihe Store), 27,92, Northeastern Cuisine, Taihe Town, https://www.dianping.com/shop/jgGewzuLLAldZ3Ek, Taste: 7.3 Environment: 7.3 Service: 7.2, Monday to Sunday 11 :00-22:30
mangotree Mango Tree Restaurant (Libai Plaza Store), 2851,149, Thai cuisine, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/HaAfKEykqFePIUVT, Taste: 8.3 Environment: 8.6 Service: 8.5, Monday to Sunday 11:30-14:30 17:00-21:00
Bazaar Food·Xinjiang Cuisine (Tianhebei Branch), 5309,98, Xinjiang Cuisine, Tianhebei/Guangzhou East Railway Station, https://www.dianping.com/shop/H9eOILrfyO2GIEXw, Taste: 7.6 Environment: 7.7 Service: 7.5, Monday to Sunday 11:00-14:0017:00-21:30
Wulin God of Cooking Cantonese Refreshments (Paper Factory Store), 799,52, Cantonese Refreshments, along Industrial Avenue, https://www.dianping.com/shop/H7Po3LMKzKkI0hjK, Taste: 7.9 Environment: 8.1 Service: 8.0, Monday to Sunday 07:00-21:00
Lulufa Southeast Asian Style Restaurant (Beijing Road Branch), 207,86, Southeast Asian cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/H6LaemUFPQv3DPsK, Taste: 8.2 Environment: 8.0 Service: 7.8, Monday to Sunday 11:30-14:0017:00-22:00
Dianping Northeast Dumpling Restaurant (Lirendong Branch), 22,16, Northeastern Cuisine, Changlong/Nancun, https://www.dianping.com/shop/H62GOdCDOSAuDTI1, Taste: 6.1 Environment: 6.1 Service: 6.4, None
Tea Life (Huacheng Huinan District Store), 316, 15, tea juice, Huachenghui/Acode Land, https://www.dianping.com/shop/l4g2fNj8tGh19Jpq, taste: 8.7 environment: 8.6 service: 8.6 , Monday to Sunday 10:30-22:00
Tang Ji Tongfu (Tianhe store), 69, 18, pickled fish/boiled fish, Longdong/Cencun, https://www.dianping.com/shop/l4BOLJisOfMUCcFF, taste: 7.5 environment: 7.5 service: 7.6, Monday to Sunday 10:00-23:00
Xiaoyuer pickled fish (Zhongluotan store), 152,59, pickled fish/boiled fish, Zhongluotan, https://www.dianping.com/shop/l2CvOwwXvpIPWbih, taste: 8.3 environment: 8.3 service: 8.3 , Monday to Sunday 10:30-14:30 17:00-21:00
The most delicious frog fish hotpot (Trends Station Store), 2073,96, fish hotpot, Zhengjia Plaza, https://www.dianping.com/shop/l29J1RoHYuW0xtYy, Taste: 9.1 Environment: 8.9 Service: 9.1, Monday to Sunday 11:00-02:00
Hanyiming Charcoal BBQ (Hualong Branch), 34,78, Korean BBQ, Panyu District, https://www.dianping.com/shop/l1vuTQOh4TE2mfsB, Taste: 7.0 Environment: 7.0 Service: 7.0, Monday to Sunday Sunday 10:00-23:00
Taier pickled fish (Xinghuan store), 228,73, pickled fish/boiled fish, Haizhu Plaza, https://www.dianping.com/shop/l1Ujh2MoNKDrfWaM, taste: 8.6 environment: 8.7 service: 8.5, Monday to Friday 11:00-14:0017:00-21:00Saturday and Sunday 11:00-21:002023-09-29 to 2023-...
Chongqing Hot Pot Factory (Meilin Tiandi Store), 694,127, Chongqing Hot Pot, Chebei/Dongpu, https://www.dianping.com/shop/l1ACYowoz1tFTZNm, Taste: 8.9 Environment: 9.0 Service: 8.9, Monday to Sunday 11:00-04:00
Special Hong Kong-style drinks (Tianhe South Store), 750, 15, tea and juice, Teem City/Sports Center, https://www.dianping.com/shop/ka30MdI92sqmhXMJ, taste: 8.7 Environment: 8.3 Service: 8.9, Monday to Friday 08:30-20:30, Saturday and Sunday 10:00-20:30, 2023-09-29 to 2023-10-02, closed 2...
Chaofa Chaoshan Beef Shop (Link Shopping Plaza Store), 1288,95, Chaoshan Beef Hot Pot, Link Shopping Plaza, https://www.dianping.com/shop/k9UARTSfcbZWTROW, Taste: 8.8 Environment: 8.6 Service: 8.6, Monday to Sunday 11:00-22:00
Grilled Fish with Tofu Pudding (Zhengjia Plaza Store), 366,70, Grilled Fish, Zhengjia Plaza, https://www.dianping.com/shop/k8frNaam9Wn6CAit, Taste: 8.6 Environment: 8.6 Service: 8.6, Monday to Sunday 11:00-21:00
CINECOFFEE (Teem City Store), 112, 18, tea and juice, Beijing Road Commercial District, https://www.dianping.com/shop/k4n55uBwC1UnniDv, taste: 8.7 Environment: 8.6 Service: 8.7, Friday to Sunday 10:30-22:00 Monday to Thursday 11:00-21:30
Aqiang's Pickled Fish (Shipai), 7773,89, Sichuan Restaurant, Shipai/Longkou, https://www.dianping.com/shop/k4iKpajladEfjWY8, Taste: 8.6 Environment: 7.7 Service: 7.7, Monday to Sunday 11:00-03:00
Caibian Big Bowl of Porridge·Stir-fried·Casserole Porridge (Shiqiao Caibian Store), 102,39, Snacks, Panyu District, https://www.dianping.com/shop/k4b755WL4sh1iG9n, Taste: 7.7 Environment: 7.3 Service: 7.4 , Monday to Sunday 17:30-02:00
Open-air grill·charcoal grilled lamb chops·garlic bullfrog (Changlong store), 181,74, skewers, dashi, https://www.dianping.com/shop/k4VOzPnVzExDF8ye, taste: 8.2 environment: 8.2 service: 8.3 , Monday to Sunday 17:00-02:00
Weishui Dabian stove·Hong Kong-style fish maw chicken hot pot (Linhe store), 2834,108, Dabian stove/Hong Kong-style hot pot, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/k4LCUSQQFSQd7mS2 , Taste: 8.9 Environment: 8.7 Service: 9.0, Monday to Sunday 11:30-14:0017:30-02:00
Miaofu Pork Belly Chicken (Changlong Branch), 3208,80, Pork Belly Chicken Hot Pot, Dashi, https://www.dianping.com/shop/k3m6qyNxmUdBrvuS, Taste: 8.7 Environment: 7.9 Service: 8.3, Monday to Sunday 09:30-02:00
Liangliang Tonggu? Yuanyang Pot? Meiwa, 171,67, crayfish, Chebei/Dongpu, https://www.dianping.com/shop/k3cPr4jyoYMIXnE9, Taste: 7.1 Environment: 7.1 Service: 7.2, Monday to Sunday 17:00-03:00
There is a delicious tea restaurant (Yuancun store), 13,37, tea restaurant, Tianhe Park/Shangshe, https://www.dianping.com/shop/k2q5SXuBTALhGpTq, taste: 7.3 environment: 7.1 service: 7.1, Monday to Sunday 10:00-14:0017:00-21:00
Yuchengtang (Modiesha Branch, Haizhu District), 26,50, pickled fish/boiled fish, Pazhou, https://www.dianping.com/shop/k2GxeHFScwQeG0Kx, taste: 7.4 Environment: 7.4 Service: 7.4, Monday to Sunday 10:00-14:30 17:00-22:00
Taier pickled fish (No. 5 tarmac store), 2390,78, pickled fish/boiled fish, No. 5 tarmac, https://www.dianping.com/shop/G9Xe95NJkYncW9G3, taste: 8.7 environment: 8.6 service: 8.7, Monday to Friday 11:00-14:0017:00-21:00Saturday and Sunday 11:00-21:002023-09-29 to 2023-...
Liji Chuanchuan Malatang, 98,40, Malatang, Tangxia, https://www.dianping.com/shop/G9MFlBWt7BCfl805, Taste: 8.0 Environment: 7.6 Service: 8.1, Monday to Sunday 11:00-02 :00
Fanyan Ziben·Stewed Bird's Nest·Fish Maw·Stew, 245,128, Dessert, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/G9JlMPOvUqmOuFAl, Taste: 7.8 Environment: 7.8 Service: 7.9, Monday to Sunday 10:30-20:00
Heshe Coffee @ZG Zhongjian, 116,44, Cafe, Zhengjia Plaza, https://www.dianping.com/shop/G9GNpvSWYyJqbCw0, Taste: 8.1 Environment: 8.1 Service: 8.2, Monday to Sunday 11:00-20 :00
Dongting Boat Banquet·Healthy Hunan Cuisine (Shixi Branch), 754,59, Hunan Cuisine, along Industrial Avenue, https://www.dianping.com/shop/G9EMbgYFlBThPuj0, Taste: 8.2 Environment: 8.1 Service: 7.8, Monday to Sunday 10:00-22:00
Fish Master·Fresh Grilled Live Fish (Baiyun Wanda Store), 356,64, Grilled Fish, Wanda Plaza, https://www.dianping.com/shop/G9CdzHe30VVx010G, Taste: 8.6 Environment: 8.6 Service: 8.7, Monday to Sunday Sunday 11:00-22:00
Dian Du De (Changlong Branch), 12777,99, Cantonese refreshments, Zhongcun, https://www.dianping.com/shop/G93yjhpEMPClbQkM, Taste: 9.0 Environment: 9.0 Service: 8.8, Monday to Sunday 08: 00-16:0017:00-21:00
McDonald's (Xinghuo Branch of the Agricultural Institute), 323, 22, Western-style fast food, Beijing Road Commercial District, https://www.dianping.com/shop/G92kbMdOnmsf3VQ0, Taste: 8.4 Environment: 8.4 Service: 8.4, Monday to Sunday 07 :00-23:00
Shrimp City (Datang Branch), 218,89, crayfish, Kecun/Chigang, https://www.dianping.com/shop/G8ySTCJq68KqaW2X, Taste: 7.9 Environment: 7.2 Service: 7.6, Monday to Sunday 12 :00-02:00
Five Flavor Noodles (Dongfeng Plaza Store), 301, 22, porridge noodles, Dongfengdong/Yang Ji, https://www.dianping.com/shop/G8x6LRKZYZay9IO0, Taste: 7.7 Environment: 7.6 Service: 7.9, Monday to Sunday 09:30-21:30
Xiaoyou Yogurt (Sihai City Store), 200, 19, tea juice, Chimelong/Nancun, https://www.dianping.com/shop/G8sYT5PKgLjLiyB0, taste: 8.5 Environment: 8.5 Service: 8.4, Monday to Sunday 10:00-22:00
Yiguolao Seafood and Beef Buffet Hot Pot (Shiling No. 1), 1203,55, buffet, Shiling, https://www.dianping.com/shop/G8onw95R3Gv0Svqo, Taste: 6.7 Environment: 6.7 Service: 6.9, Monday to Sunday 11:30-23:30
Guangdong·Xiangqun Restaurant (the fourth direct-operated store on Ersha Island), 8433,104, Guangzhou cuisine, Yanjiang Road/Ersha Island, https://www.dianping.com/shop/G8kDo0asI3AIeua1, Taste: 8.9 Environment: 8.7 Service: 8.5, Monday to Sunday 11:00-14:3017:00-21:30
OriiCoffee·Coffee Natural Wine, 38,28, Cafe, Center City, https://www.dianping.com/shop/G8hY9dqJzngcVLEG, Taste: 7.9 Environment: 7.8 Service: 8.0, Monday to Sunday 08:30-23: 002023-09-30 to 2023-10-0609:00-24:00
Fishing Town Mifang·Lingnan Traditional Snack Specialty Store (Panyu Yongwang Store), 496,29, porridge noodles, Panyu Plaza, https://www.dianping.com/shop/G8hQUPllxfXuaLUq, taste: 7.6 environment: 7.9 service: 7.6, Monday to Sunday 09:00-22:00
Mr. Steak·Snowflake Steak Western Restaurant (Shangshe Branch), 2037,76, Western food, Tianhe Park/Shangshe, https://www.dianping.com/shop/G8c8e0CwBaHUVkjB, Taste: 9.0 Environment: 9.0 Service: 8.9 , Monday to Sunday 11:00-22:00
McDonald's (Second Branch of Huangpu East Road, Guangzhou), 302, 26, Western-style fast food, Wenchong, https://www.dianping.com/shop/G8bAUDiukTblDsfM, Taste: 8.7 Environment: 8.7 Service: 8.6, Monday to Sunday 07 :00-24:00
&UCOFFEE and You·Ripoff Night Wine (Yifa Store), 448,31, Cafe, Shiqiao, https://www.dianping.com/shop/G8ZPCXgad1l3sbP9, Taste: 8.2 Environment: 8.2 Service: 8.3, Monday to Sunday 08:00-22:002023-09-26 to 2023-10-0608:00-18:30
Sushi shopkeeper (Xialiang store), 71,46, Japanese cuisine, Longgui Town, https://www.dianping.com/shop/G8HMhPD9fJrv5f5T, Taste: 7.6 Environment: 7.5 Service: 7.6, Monday to Sunday 10:30 -23:30
Jiefan Pinsheng · Dim Sum Expert (Longgui Branch), 369,67, Cantonese style refreshments, Longgui Town, https://www.dianping.com/shop/H5XTLNMSZmROoBUl, Taste: 7.4 Environment: 7.6 Service: 7.2, Monday to Sunday 08:00-22:00
Tanfu Pot Beijing Roast Duck (Junyi Wanbang Store), 881,78, Roast Duck, Junyi Wanbang, https://www.dianping.com/shop/H5R1AxfNN58g0zET, Taste: 6.9 Environment: 7.5 Service: 7.2, Monday to Sunday 11: 00-14:3017:00-21:30
Qixinggang Seafood City, 300,65, Guangzhou cuisine, Chimelong/Nancun, https://www.dianping.com/shop/H5JXAgPbANcIAQry, Taste: 7.4 Environment: 7.5 Service: 7.1, Monday to Sunday 07:30-14 :3017:30-21:30
Ziyue Li Tea House (Baiyun Tonghe Fuhe Garden Store), 312,60, Cantonese refreshments, Tonghe/Jingxi, https://www.dianping.com/shop/H3sjj98X8pMIpTHS, Taste: 7.1 Environment: 7.6 Service: 6.6, all day from Monday to Sunday
Qinghai Hotel (Baiyun Sanyuanli Branch), 230,107, Xinjiang Cuisine, Sanyuanli, https://www.dianping.com/shop/H32lDJMWKPe3F3PN, Taste: 7.2 Environment: 7.1 Service: 7.0, Monday to Sunday 10:00 -22:00
Sister Food Stall, 336,66, Northeastern cuisine, East District of Development Zone, https://www.dianping.com/shop/H1Luffp9jGntnUVh, Taste: 7.0 Environment: 7.1 Service: 7.2, Monday to Sunday 16:00-04:00
Kaijike Thai Restaurant, 632,83, Thai cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/G9XLGU5hi9VWZwhq, Taste: 8.1 Environment: 8.3 Service: 8.3, Monday to Sunday 11:00- 21:30
The taste in the casserole, 33,15, Northeastern cuisine, Xinshi, https://www.dianping.com/shop/G9McnZNjnmrod7yI, Taste: 7.2 Environment: 7.2 Service: 7.1, Monday to Sunday 09:00-20:30
Ziyue Li Tea House (Haizhu Kecun Store), 122,61, Cantonese refreshments, Kecun/Chigang, https://www.dianping.com/shop/G8q6LG0DJDebYy52, Taste: 7.0 Environment: 7.3 Service: 6.3 , all day Monday to Sunday
Tairan·Beach Style Thai Cuisine, 192,77, Thai Cuisine, Chepi/Dongpu, https://www.dianping.com/shop/G8HbGxwB73jmAODe, Taste: 8.4 Environment: 9.0 Service: 9.0, Monday to Sunday 17 :00-21:30
Baguan Thai Food (Guangzhi Haiyue Store), 255,62, Thai food, along Industrial Avenue, https://www.dianping.com/shop/G7wFCQJNLawbSaCr, Taste: 7.5 Environment: 7.6 Service: 7.6, Monday to Sunday Day 11:00-14:30 17:00-21:30
Fatty Pork Bak Kut Teh (Beijing Road Store), 14074, 88, Singaporean cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/G6gosoHRe0RSfNBQ, Taste: 7.9 Environment: 7.7 Service: 7.8, Monday to Sunday 11:00-14:0017:00-21:00
Little Red Bull Spicy Shrimp Hot Pot (Chen Family Ancestral Hall Store), 534,89, dry pot/spiced pot, Zhongshan Qiba Road, https://www.dianping.com/shop/k1EIiIoEiHBpGcgN, taste: 9.0 environment: 8.4 service: 8.1, Monday to Sunday 11:00-23:00
Zhishi Molecule Kitchen Art Square (Longdong Food Court Store), 1007,41, Sichuan Restaurant, Longdong/Cencun, https://www.dianping.com/shop/ijvQlI9H8Jkef6xC, Taste: 8.4 Environment: 8.0 Service: 8.1, Monday to Sunday 10:30-22:00
Yike·Hainan Coconut Chicken (289 Art PARK Store), 2641,107, Coconut Chicken Hot Pot, Wuyang New Town, https://www.dianping.com/shop/iZRE3dJMvqp2xDip, Taste: 8.8 Environment: 8.8 Service: 8.5, Monday to Sunday 11:00-21:30
Chongqing Hot Pot, 456,91, Chongqing Hot Pot, Sanyuanli, https://www.dianping.com/shop/iFdmQ5ebUhduwNNP, Taste: 8.8 Environment: 8.8 Service: 8.9, Monday to Sunday 11:00-14: 0017:00-02:00
Jiang Yuer's pickled fish specialty store (Xingguang store), 257,62, pickled fish/boiled fish, Huadu Stadium/Huaguoshan Park, https://www.dianping.com/shop/H9s7QUyN573j5bvU, taste: 7.6 environment :7.7 Service:7.7, Monday to Sunday 11:00-14:0017:00-21:00
Chongqing Sichuan Restaurant (Yunshan Avenue Branch), 151,47, Sichuan Restaurant, New Century Plaza, https://www.dianping.com/shop/H9rV1AFkRNimABIu, Taste: 7.3 Environment: 7.3 Service: 7.4, Monday to Friday 09 :30-14:0016:30-21:30
Askfor Tea Restaurant (Nancun Branch), 31, 27, Tea Restaurant, Chimelong/Nancun, https://www.dianping.com/shop/H8nJBcHMdLO7xj9p, Taste: 7.1 Environment: 7.1 Service: 7.1, Monday to Sunday 07:30-19:30
Tanyu·Fresh green pepper and spicy grilled fish (R&F Haizhucheng store), 2084,99, grilled fish, along Jiangnan Avenue, https://www.dianping.com/shop/H8csuFnhjskZuVqO, taste: 8.6 environment: 8.6 service: 8.5 , Monday to Sunday 11:00-22:00
Hi Tea (Guangzhou Tianhe Vanke Store), 396, 14, tea juice, Xiao Xintang, https://www.dianping.com/shop/H7uQXDmpSY4RDPpp, taste: 8.3 Environment: 8.3 Service: 8.5, Monday to Sunday 10 :00-22:00
Fugui Rice Company (Beijing Road Store), 522,39, Tea Restaurant, Beijing Road Commercial District, https://www.dianping.com/shop/H7XXJp4UmW4h2as5, Taste: 8.4 Environment: 8.8 Service: 8.7, Monday to Sunday 11:00-21:00
Shrimp Tailang | Indoor shrimp fishing restaurant (Huadu store), 163,84, crayfish, Huadu Square/District Government, https://www.dianping.com/shop/H7MCqZyBn9dLLmA3, Taste: 7.5 Environment: 7.5 Service: 7.6, Monday to Sunday 13:00-24:002023-09-30 to 2023-10-0611:00-23:30
Sichuan Flavor Space·Tengjiaoyu (Yanling Road Store), 341,75, Sichuan Restaurant, Yanling/Wushan, https://www.dianping.com/shop/H7HSn1dZZdtaJQ7v, Taste: 7.6 Environment: 7.7 Service: 7.5, Monday to Sunday 11:00-14:0017:30-02:00
Zunbao Pizza (South China Country Garden Store), 163,32, Pizza, Chimelong/Nancun, https://www.dianping.com/shop/H6j5atr9YwhrDYvW, Taste: 8.2 Environment: 8.1 Service: 8.3, Friday and Saturday 09: 00-23:00 Monday to Thursday Sunday 09:00-22:00
Renren Coffee, 48,36, Cafe, Zhongshan 6th Road, https://www.dianping.com/shop/H6aiXzcq12xWbeTp, Taste: 8.2 Environment: 8.3 Service: 8.2, Monday, Wednesday to Sunday, 10:00-19:00
Zunbao Pizza (Shayuan Store), 4387,34, Pizza, along Industrial Avenue, https://www.dianping.com/shop/H6WE1naT3U3Ta3Sc, Taste: 8.5 Environment: 8.1 Service: 8.2, Friday and Saturday 09:00 -23:00 Monday to Thursday Sunday 09:00-22:00
Zhou Chengzhi Snail Noodles (Ouzhuang Branch), 419, 17, porridge noodles, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/H6CMjtrXj9XaaLny, Taste: 8.3 Environment: 8.1 Service: 8.2, Monday to Sunday 09:30-23:00
Bao Zhugong·Old Brown Sugar Pearl Milk Tea (Fashionable Tianhe Commercial Plaza Store), 158,12, Tea Juice, Fashionable Tianhe, https://www.dianping.com/shop/H68zLqYAHN0KrlnG, Taste: 8.6 Environment: 8.5 Service: 8.4 , Monday to Sunday 10:00-22:00
Taotaoju Restaurant (Baixin Plaza West District Branch), 3220,109, Cantonese Restaurant, Xinshi, https://www.dianping.com/shop/H64vSYxosxbeyXOv, Taste: 8.6 Environment: 8.9 Service: 8.7, Monday to Sunday 08 :00-16:3017:00-21:30
Uncle Na Wei is the Chef (Tianhe Lingzhan Store), 3231,165, Cantonese Restaurant, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/GajJfmdL9IAAJTsf, Taste: 8.8 Environment: 9.0 Service: 9.0, Monday to Sunday 11:00-14:30 17:00-21:00
