Store name, number of reviews, consumption, main cuisine, address, detail link, business hours,Taste,Environment,Service
Rongji Pig Knuckles with Ginger and Vinegar,495,17, Snacks, Beijing Road Commercial District, https://www.dianping.com/shop/k3HzAscxZjsL5DCW, Monday to Sunday 10:00- 18:00,8,6.7,7.8
FenjiayuanGuilin Rice Noodles and Snail Noodles (Wuyang Xincheng Store),848,15, Guilin Rice Noodles, Wuyang Xincheng, https://www.dianping.com/shop/k3I99aSqEbEj2n5p, Monday to Sunday 07:00-24:00,8.1,7.9,8
StampCaffe Coffee Experience Store (Beijing Road Finance Department Store),2025,47, coffee shop, Beijing Road Commercial District, https://www.dianping.com/shop/k3iA3MZXLBdNueGn, Saturday Sunday 11:00-19:30 Monday to Friday 09:00-17:302023-10-07 to 2023-10-0808:00-...,8.2,8.5,8.3
FreeBay Floating Cup Coffee House,95,37, coffee shop, along Industrial Avenue, https://www.dianping.com/shop/k3iespSwATXy9H0A, Monday to Friday 08:00-19 :00Sunday 10:00-19:00Saturday 10:00-20:00,9,9,8.8
Wanlu DongjiangHakka Cuisine (Yunmen),2032,76, Hakka Cuisine, Jiahewanggang, https://www.dianping.com/shop/k3Ifg1ODdiwwl2r5, Monday to Sunday 11:00-14:3017:00-21:00,9,9.1,9
Wanlu DongjiangHakka Cuisine (Yunmen),2033,76, Hakka Cuisine, Jiahe Wanggang, https://www.dianping.com/shop/k3Ifg1ODdiwwl2r5, Monday to Sunday 11:00-14:3017:00-21:00,9,9.1,9
Kaili Impression Guizhou Sour Fish Soup (Taihe Store),57,78, Guizhou Cuisine | Qian Cuisine, Taihe Town, https://www.dianping.com/shop/k3Inelfzv85XrWDF, Monday to Sunday 10:00-14:0017:00-22:00,7.1,7.2,7.1
Xinmingji Seafood City (Wanshou Road Store),1137,65, Cantonese restaurant, along Binjiang Road, https://www.dianping.com/shop/k3IpOgFHmXjqsPSZ, Monday to Sunday 07:00-14:3017:00-21:30,7.3,7.1,6.8
TushijiaFreshly Baked Bread (Huacheng Huibei District Store),192,10, Bread Baking, Zhujiang New Town, https://www.dianping.com/shop/k3iQ0trUXdwT2Bmo, Monday to Sunday 07:00-22:00,7.6,7.6,7.7
Qishu BBQ (Shijing store),143,71, Fusion BBQ, Shijing, https://www.dianping.com/shop/k3ITWo4GQzg3I3D8, Monday to Sunday 14:00-04 :00,7.4,7.4,7.2
Li Shanghuang (Tangshi Road Store),93,13, chestnuts/dried fruits, Tianhe Park/Shangshe, https://www.dianping.com/shop/k3IuQ2Zv7o6PMFth, Monday to Sunday Sunday 10:00-22:00,7.4,7.4,7.2
Peace PavilionAuthentic Hong Kong and Macao Tea Restaurant (Ximen Branch),4361,50, Tea Restaurant, Zhongshan 6th Road, https://www.dianping.com/shop/k3IY2RNEpvSMi5MN, Monday to Sunday 07:30-21:30,7.4,7.4,7
Xiangjiang SpringExquisite Xiangyan (Panyu Luoxi store),172,79, Hunan cuisine, Luoxi, https://www.dianping.com/shop/k3jk1ksR4MfNgwPh, Monday to Sunday 11:00-14:0017:00-21:00,8.5,8.7,8.5
Cute Claw Research InstitutePuppet Themed Cat Cafe,707,63, Cafe, Yanjiang Road/Ersha Island, https://www.dianping.com/shop/k3Jm8DYenIcX0Sdx, Weekly Saturdays and Sundays 12:00-21:30 Monday to Friday 12:30-20:30,8.3,8.4,8.5
Taste JianghuChongqing Taste (Ruifeng Branch),143,80, Sichuan Restaurant, Central City, https://www.dianping.com/shop/k3Jmi3TJHACaRgtS, Monday to Sunday 10 :30-14:0017:00-23:30,7.7,7.5,7.6
Bingsheng Taste (Tianhe Branch),15307,212, Cantonese Restaurant, Teem City/Sports Center, https://www.dianping.com/shop/k3jRiW3A3zKrQ8eO, Monday to Sunday 11 :00-15:0017:00-02:00,8.2,8.1,7.7
Peninsula Star River Hotel - Zhenyue Chinese Restaurant,549,165, Cantonese Restaurant, Luoxi, https://www.dianping.com/shop/k3jRMVKAb8qPwrCe, Monday to Sunday 08:00- 14:0017:30-22:00,9,9.2,9
Donglaixiang (Vanke City Store),126,75, Hunan Cuisine, Zengcheng District, https://www.dianping.com/shop/k3K04GFZZ7Hlrw12, Monday to Sunday 10:00- 21:00,8.1,8.1,8.1
Niu XijuFragrant Iron Pot Bullfrog (Dongpu Tianhe City Store),1671,84, hot pot, Chebei/Dongpu, https://www.dianping.com/shop/k3K5pdG1W3b3oZDF,Monday to Sunday 11:00-14:0017:00-21:30,8.7,8.7,8.7
Jinpeng Nanning Laoyou Noodles (China Plaza Store),167,21, porridge noodles, China Plaza, https://www.dianping.com/shop/k3k8yClHc96oDYNl, Monday to Sunday 11:00-21:00,8,7.7,7.9
Xingfu Dessert (Yangji Store),716,22, Dessert, Wuyang New City, https://www.dianping.com/shop/k3KF9etUG0gosg0T, Monday to Sunday 13:00 -22:00,7.8,8.2,7.9
Fragrant iron plate barbecueXiang style barbecue (Longdong store),1196,51, Fusion barbecue, Longdong/Cencun, https://www.dianping.com/shop/k3KmWoBhGwpRGvNH, Monday to Sunday 15:00-01:00,8.8,8.8,9
Dongting Fish Head KingStarted in 1997 (Longkou East Road store),1732,100, Hunan cuisine, Shipai/Longkou, https://www.dianping.com/shop/k3KnyWFAXMmwCg0e, Monday to Sunday 11:00-14:0017:00-21:00,8.4,7.7,7.9
Fuxing Southeast Asian Restaurant (Yang Ji Branch),969,75, Vietnamese cuisine, Dongfengdong/Yang Ji, https://www.dianping.com/shop/k3kUfbLq3cLexlBo, Monday to Sunday 11:30-22:00,8.1,8.1,8.2
Gagaxiang Northeastern Cuisine (Zengcheng Branch),5,53, Northeastern Cuisine, Zengcheng District, https://www.dianping.com/shop/k3L5dgyIC4T0VpcU, Monday to Sunday 10:00 -14:3017:00-22:00,7,7.1,7.1
Platinum Youyu (Prayer Store),394,208, Kebabs, Zhongcun, https://www.dianping.com/shop/k3l8qk1Yo9XRBztb, Monday to Sunday 17:30-01: 00,8.8,8.8,8.5
Chaoxiangge Fish Cake Shop. Chaoshan Cuisine (Wanshang Food Plaza Store),238,59, Chaoshan Cuisine, Fangcun, https://www.dianping.com/shop/k3lcGtnDduhTIqqd, Monday to Sunday 11:00-14:0017:00-21:00,7.6,7.8,8
Ajisen Ramen (Huangpu Dasha West Store),650,39, Japanese noodles, Dashadi, https://www.dianping.com/shop/k3Ldmb5mOAyMb5ql, Monday to Sunday 10:00-21:00 daily,8.5,8.7,8.4
Ziyue Li Tea House (Baiyun Jingtai Store),136,69, Cantonese refreshments, Guangyuan Xincun, https://www.dianping.com/shop/k3lHhCdcV1M7BrfO, Monday to Sunday 07:00-22:00,7.4,7.5,7.2
Department Tea Stall,22,30, Tea Restaurant, Fangcun, https://www.dianping.com/shop/k3lnHz4tXVjJesLY, Monday to Sunday 14:00-02:00,7.3,7.2,7.3
PAGODA Baiguoyuan (Shangdong Shangzhu Store),72,27, fruit shop, Shiqi, https://www.dianping.com/shop/k3lOPZ247Z6yCt5v, Monday to Sunday 08 :00-23:30,7.3,7.3,7.3
Fenghelou Restaurant,39,62, Cantonese refreshments, Panyu District, https://www.dianping.com/shop/k3Lp34bljLYQ2XZS, Monday to Sunday 07:00-14: 3016:30-22:00,7.2,7.3,7
Youming Cross Japanese Curry House (Jiangnan Avenue Middle Store),871,37, Japanese simple meal/fast food, Jiangnanxi, https://www.dianping.com/shop/k3lPA9SYZQ2qUFWx, Monday to Sunday 11:00-21:30,8.1,8.2,8.1
Luji Guizhou Hot Pot (Dashi Branch),106,74, Guizhou Cuisine | Guizhou Cuisine, Dashi, https://www.dianping.com/shop/k3lYB5RQ7KCwlpEL, Monday to Sunday 16:00-03:00,7.1,6.9,7.3
Invincible Charcoal Grilled Pork (Luogang Wanda Store),2307,100, Japanese BBQ/BBQ, Luogang Wanda Plaza, https://www.dianping.com/shop/k3LZTBQiZ3iYTp98, Monday to Sunday 11:00-21:30,9.1,9.1,9.1
Invincible Charcoal Grilled Pork (Luogang Wanda Store),2308,99, Japanese barbecue/barbecue, Luogang Wanda Plaza, https://www.dianping.com/shop/k3LZTBQiZ3iYTp98, Monday to Sunday 11:00-21:30,9.1,9.1,9.1
Wanli Charcoal-fired Bird Wine Shop (Nansha Jinzhou Branch),551,103, Japanese cuisine, Jinzhou Commercial Street, https://www.dianping.com/shop/k3M14uyggKUENini, Monday to Sunday 11:00-16:0017:00-22:30,8.6,8.9,8.7
iMOUTAI Moutai Ice Cream (Guangzhou Store),523,50, Ice Cream, Huachenghui/Amap Land, https://www.dianping.com/shop/k3M2ZxjJiHmuGWXh, Monday to Sunday 10 :00-20:00,8.1,8.2,8.3
iMOUTAI Moutai Ice Cream (Guangzhou Store),526,50, Ice Cream, Huachenghui/Amap Land, https://www.dianping.com/shop/k3M2ZxjJiHmuGWXh, Monday to Sunday 10 :00-20:00,8.1,8.2,8.3
Miaofu Pork Belly Chicken (Changlong Branch),3208,80, Pork Belly Chicken Hot Pot, Dashi, https://www.dianping.com/shop/k3m6qyNxmUdBrvuS, Monday to Sunday 09:30-02:00,8.7,7.9,8.3
Yonglong RestaurantHoujie Roast Goose CakeCantonese Stir-fried (Yuexiu South Branch),102,60, Tea Restaurant, Yanjiang Road/Ersha Island, https://www.dianping.com/shop/k3M7cjdJvDvOPFed, Monday to Sunday 10:30-14:3017:00-22:00,7.4,6.9,7.2
Henan Braised Noodle HouseAuthentic Chinese Flavor (Siyou Erma Road Branch),110,22, other Chinese food, Wuyang New City, https://www.dianping.com/shop/k3maZSclcX5oI3ML, Monday to Sunday 10:00-22:30,7.1,6.9,7.1
Otea Tea Stall (Panyu Branch),103,26, Tea Restaurant, Shiqiao, https://www.dianping.com/shop/k3mFrEn1eJYhjErE, Monday to Saturday 10:30- 18:00,7.6,7.6,7.6
Aili Brothers Mutton Skewers (Sanyuanli Avenue Store),177,56, Xinjiang cuisine, along Airport Road, https://www.dianping.com/shop/k3MhlT2qTn0za2Od, Monday to Sunday 17:30-03:30,7.4,7.2,7.4
Uncle Jian Restaurant (Poly Linhai Villa Branch),24,61, more local dishes, Longdong/Cencun, https://www.dianping.com/shop/k3MPiv6iGxjsZskk, Monday to Sunday 10:00-22:00,7.1,6.9,7
Maotai Ice Cream Experience Store Maoyue No.002,93,46, Ice Cream, Shangxiajiu Commercial District, https://www.dianping.com/shop/k3n6jnnnjaWs2XV9, Monday to Sunday 10 :00-21:30,8.4,8.1,8.5
Maotai Ice Cream Experience Store Maoyue No.002,94,46, Ice Cream, Shangxiajiu Commercial District, https://www.dianping.com/shop/k3n6jnnnjaWs2XV9, Monday to Sunday 10 :00-21:30,8.4,8.1,8.5
Dalu Restaurant (Information Port Store),51,28, Tea Restaurant, Tianhe Park/Shangshe, https://www.dianping.com/shop/k3n7PerB36viIU3w, Monday to Sunday Saturday 09:00-21:00,7.3,7.3,7.3
Dayuan Shibazi Farm,14,54, Farm Cuisine, Baiyun District, https://www.dianping.com/shop/k3NE1qzcxsT3zKnE, Monday to Sunday 11:00-14 :3016:00-21:00,7.3,7.1,7.3
Longji Claypot Cuisine (Funfentiandi Store),108,27, Tea Restaurant, Baiyun Greenland Center, https://www.dianping.com/shop/k3nGIv5XB0OAMNty, Monday to Sunday 10:00-21:00,8.9,8.6,8.8
Xianglin Xiapu Lobster House (Fuyi Branch),1018,77, Hunan Cuisine, Panyu Square, https://www.dianping.com/shop/k3NLNPNcp0ltfMtv, Monday to Sunday 10:30-16:0017:00-22:00,8.5,8.6,8.3
Jiangyuer pickled fish (Yale City store),819,66, pickled fish/boiled fish, Yajule Jincheng/Poly Flower City, https://www.dianping.com/shop/k3nLs8Mmmyu21duv, Monday to Sunday 10:30-22:00,8.9,8.7,8.9
Joyful Restaurant (Caibian Third Branch),99,99, Cantonese refreshments, Panyu District, https://www.dianping.com/shop/k3nMT84wadzyqImU, Monday to Sunday 07:00-14:0017:00-21:00,7,7,6.6
Xiaoer Northeast Dumpling Restaurant (Yingfu Community Store),15,43, Northeastern Cuisine, Longdong/Cencun, https://www.dianping.com/shop/k3nUHhFtEFM9VZaV, Monday to Sunday 09:00-21:0021:30-23:30,7,7,7.1
Spicy Red Xinjiang BBQ,19,69, skewers, along Dongxiao South Road, https://www.dianping.com/shop/k3o6HC6U1ZyfDuFZ, Monday to Sunday 17:00- 01:00,7.6,7.7,7.8
Jade Coconut Forest Dessert Shop (Renmin Middle Road Store),555,29, Dessert, Zhongshan Sixth Road, https://www.dianping.com/shop/k3o6PSv5xmjVByR6, Monday to Sunday 13: 00-22:00,7.6,7.4,7.7
Panyu Xiangjiang Flavor Town,90,121, other Chinese food, Chimelong/Nancun, https://www.dianping.com/shop/k3Oa1cDStYg5X9Kl, Monday to Sunday 08:30-14: 3017:00-21:00,7.4,7.6,7.5
Jiumu Land Beef Hot Pot (Chebei Branch),789,102, Chaoshan Beef Hot Pot, Chebei/Dongpu, https://www.dianping.com/shop/k3OhFZHvGhDneFp5, Monday to Sunday Day 11:30-14:30 17:30-23:30,9,8.7,8.7
Impression North (Nansha Yunshan Poetry Store),80,74, Northeastern cuisine, Jinzhou Business District, https://www.dianping.com/shop/k3oHGJQiYjbbMsDW, Monday to Sunday 09:30-22:00,7.1,7.1,7.1
Zunbao Pizza (Huangshi East Store),2816,33, Pizza, Huangshi, https://www.dianping.com/shop/k3oijureMC29GQnQ, Friday and Saturday 09:00-23 :00Monday to Thursday and Sunday 09:00-22:00,8.5,8.5,8.4
Hakka-Hakka Cuisine (ICC Huanmao Store),1519,82, Cantonese Restaurant, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/k3oQE4Zd1bMolJVE, Monday to Friday 11:00-14:0017:00-21:00Saturday and Sunday 11:00-14:3017:00-22:00,9.1,9.1,9.1
Chu Yan Hubei Taste (Shijing Branch),94,63, Hubei Cuisine, Shijing, https://www.dianping.com/shop/k3oQrMuQbxLRGRDP, Monday to Sunday 10:00- 24:00,7.4,7.4,7.5
Coconut Fresh ShengBamboo Sheng Coconut Chicken (Animation Star City Store),1106,88, Hot Pot, Beijing Road Commercial District, https://www.dianping.com/shop/k3OTPweiMTjSGeXE, Monday to Sunday 11:30-22:00,8.6,8.6,8.5
Ketiandi Wuhua Hakka Cuisine,21,82, Hakka Cuisine, Taihe Town, https://www.dianping.com/shop/k3oYnjkkxyxvz1wt, Monday to Sunday 10:30- 14:3016:30-21:30,7.1,7.2,7.2
Staple Food  New Style Cantonese  Good Taste,198,109, Special Dishes, Beijing Road Commercial District, https://www.dianping.com/shop/k3P2Xifo7ZTyA8oE, Monday to Sunday 11:00 -14:3017:00-21:00,8,8,8.1
Zhu Ji Shunde GongSashimi SashimiFierce Hotpot (Meihua Garden Store),441,84, Shunde Cuisine, Tonghe/Jingxi, https://www.dianping.com/shop/k3paJIczdrb9DZnA, Monday to Sunday 11:00-14:0017:00-22:00,7.6,7.3,7.6
Yunrong Time Lifestyle Center (Poly Daduhui Store),393,71, Dessert, Chimelong/Nancun, https://www.dianping.com/shop/k3Pcfhyyrkke0r1j, Monday to Sunday Saturday 11:00-20:30,8.2,8.5,8.4
Halal Lanzhou Ramen (Rhehe Street Store),125,19, other Chinese food, Jiahe/Rhehe, https://www.dianping.com/shop/k3PGodCcHfPOtIXQ, Monday to Sunday 11:00-14:0017:30-21:00,7.1,7.2,7.2
Flower MonkXiangxi Small Skewers BBQ (Prayer Shop),2816,85, BBQ Skewers, Zhongcun, https://www.dianping.com/shop/k3PPSPKYzhdpZP9e, Monday to Sunday 17 :30-01:00,9.2,9.1,9.1
Baiguoyuan PAGODA (Shuiyin 2 store),94,25, fruit shop, Yuexiu District, https://www.dianping.com/shop/k3PTCNAtvYKuDpUU, Monday to Sunday 08: 00-23:30,7.3,7.4,7.5
Qiongfa Restaurant (Wanke Branch),44,60, Cantonese refreshments, Guangzhou South Railway Station, https://www.dianping.com/shop/k3pU8ESgfZ5GqyPZ, Monday to Sunday 07: 30-14:0017:00-21:00,7.3,7.3,7.2
Lishanghuang (Shiqiao Yifa Commercial Street Store),615,31, chestnuts/dried fruits, Shiqiao, https://www.dianping.com/shop/k3pwQJlNUnOhRcpf, Monday to Sunday Sunday 10:00-22:00,7.8,7.7,7.7
Lin Ji Tsai Cantonese Charcoal Stove Chicken Pot,119,60, local chicken nest hot pot, along Binjiang Road, https://www.dianping.com/shop/k3PzkSt2qKnKBNTW, Monday to Sunday 17:00-03:00,8.6,7.8,8.2
Jiuji Seafood (Qianjin Store),395,121, seafood, Chebei/Dongpu, https://www.dianping.com/shop/k3pZpdDyqt0WK3Tz, Monday to Sunday 11:00- 14:0016:30-23:00,8.4,7.6,7.9
Round trip coffee (Tianhe South store),3251,32, coffee shop, Teem City/Sports Center, https://www.dianping.com/shop/k3Q174glDaGMkzzR, Monday to Sunday 09 :00-22:00,8.1,8.2,8.1
Housan Creative Dessert (Yuancun Store),279,189, Bread Baking, Yuancun, https://www.dianping.com/shop/k3qcto4JX7Ia2kes, Monday to Sunday 10:00- 20:00,8.1,8,8.2
McDonald's (Fuyou Road store),462,23, Western-style fast food, Donghuicheng/Renrenle, https://www.dianping.com/shop/k3QDaoUO5Cql0ZxC, All day from Monday to Sunday,8.6,8.5,8.5
McDonald's (Fuyou Road store),467,22, Western-style fast food, Donghuicheng/Renrenle, https://www.dianping.com/shop/k3QDaoUO5Cql0ZxC, All day Monday to Sunday,8.6,8.5,8.5
My HeritageFresh Chicken Stove (Dynamic Xiaoxiguan Store),148,80, Local Chicken Nest Hot Pot, Zhongshan Qiba Road, https://www.dianping.com/shop/k3qGaT0UECDTn4cV, Monday to Sunday 12:00-24:00,9,8.8,9
QinxiShaanxi Handmade Noodles (Shangshe Store),106,21, Northwest folk cuisine, Tianhe Park/Shangshe, https://www.dianping.com/shop/k3QhcWRlMVPgw2Xe, Monday to Sunday 10:30-21:00,7.9,7.8,7.8
YoulikeChopped pepper fish head,119,115, Hunan cuisine, Nansha District, https://www.dianping.com/shop/k3qL6n6sdR3MqH6k, Monday to Sunday 10:30-14:0016 :30-21:00,7.5,7.4,7.4
Jiangji Seafood Restaurant (Luo Chongwei Branch),202,46, Seafood, Luo Chongwei/Jinshazhou, https://www.dianping.com/shop/k3qlcqH9VgwQbmRG, Monday to Sunday 11:00-14:0017:00-21:00,7.8,7.1,7.5
Tycoon Salmon (Chang'an Branch),154,83, Japanese cuisine, Tianhe Passenger Terminal, https://www.dianping.com/shop/k3qPlmEDtpeFfs0e, Monday to Sunday 10:00 -23:30,7.7,7.4,7.5
Lumingyue Baking (Yangji Store),88,403, bread baking, Wuyang New City, https://www.dianping.com/shop/k3QpuDAGYgC59Iyn, Monday to Sunday 08: 00-21:00,8.1,8,8
Jiangnan Restaurant (Xiuquan West Road Branch),29,45, Jiangsu and Zhejiang Cuisine, Huadu District, https://www.dianping.com/shop/k3Qsf6oPG8UbYc2B, Monday to Sunday 11 :00-14:3017:00-21:30,6.8,6.7,6.6
Xiziyuan,66,62, Creative Cuisine, Panyu Square, https://www.dianping.com/shop/k3QZv18sdezHZlcR, Monday to Sunday 11:00-14:0017: 00-21:00,7.2,7.2,7.3
Sunfuji Beijing Roast Duck (Tianhe Branch),278,38, Roast Duck, Shipai/Longkou, https://www.dianping.com/shop/k3r6L7Rdl2cNsmAH, Monday to Sunday 10 :30-22:30,7.7,7.3,7.6
Youmi Zhi Porridge Seafood Restaurant,162,85, seafood, Baiyun International Airport, https://www.dianping.com/shop/k3r71y1SM6BvGlwj, Monday to Sunday 11:00- 14:0017:00-21:00,7.1,7.2,7.1
Fugui Rice Company (China Plaza Store),1729,45, Tea Restaurant, China Plaza, https://www.dianping.com/shop/k3ra7IjN3xJb5U6i, Monday to Sunday 11: 00-21:00,8.5,8.4,8.7
Fugui Rice Company (China Plaza Store),1730,45, Tea Restaurant, China Plaza, https://www.dianping.com/shop/k3ra7IjN3xJb5U6i, Monday to Sunday 11: 00-21:00,8.5,8.4,8.7
Xinxing Zhusheng Noodles (Jiangnanxi Store),67,13, Noodle Shop, Jiangnanxi, https://www.dianping.com/shop/k3RB6Lot2zNk1JjY, Monday to Sunday 07: 00-22:00,7.1,6.9,7.1
A seafood food stallSeafood Market (Dongxiao South Store),147,71, seafood, along Dongxiao South Road, https://www.dianping.com/shop/k3RBDJCP4Xfrdm1S, Monday to Sunday 10:00-22:00,8.2,8.1,7.9
Beijing Restaurant (Xinshi Branch),203,67, Northeastern Cuisine, Xinshi, https://www.dianping.com/shop/k3RcwQq44UhzJutT, Monday to Sunday 11:00- 22:00,7.3,7.2,7.3
A Fresh Cow Chaoshan Beef Hot Pot (Chebei South Store),317,69, Chaoshan Beef Hot Pot, Chebei/Dongpu, https://www.dianping.com/shop/k3Rgep7QM69uWCzP, Monday to Sunday 11:00-02:00,8.6,8.6,8.7
Donglin Vegetarian Food,46,41, Vegetarian Food, Liantang, https://www.dianping.com/shop/k3RJ0QBCZZGgs6jT, Monday to Sunday 11:00-14:0017:00- 20:30,7.3,7.3,7.3
Daxiong Sushi (Beijing Road Store),7972,101, Sushi, Beijing Road Business District, https://www.dianping.com/shop/k3RJCBVLsatnkrpQ, Monday to Sunday 11:30 -21:30,8.7,8.4,8.7
Drink More Soup  Freshly Made Roasted Meat (Book Center Store),2244,30, Tea Restaurant, Teem City/Sports Center, https://www.dianping.com/shop/k3rKCQC9r7Rt5z4p, Monday to Sunday 10:00-21:30,8,8.1,8
McDonald's (Conghua Congcheng Avenue Branch),446,20, Western-style fast food, Jiangpu, https://www.dianping.com/shop/k3ROJred9aW96HQY, all day from Monday to Sunday,8.4,8.4,8.4
Haoyi Sichuan Restaurant,300,76, pickled fish/boiled fish, Zhongshan Qiba Road, https://www.dianping.com/shop/k3RUka0Xq0QPOTn7, Monday to Sunday Day 10:00-14:30 16:30-21:30,8.7,8.8,9
SUBWAY (Tianhe Xintiandi store),202,27, Western-style fast food, Tianhe Passenger Terminal, https://www.dianping.com/shop/k3RzaCRxb3jhxc8c, Monday to Sunday 10: 00-21:30,8.4,8.4,8.4
Qian Yicheng Oyster Specialty Store (Xihuan Road Store),23,72, Seafood, Shiqiao, https://www.dianping.com/shop/k3saSXUUJv8Y3wXn, Monday to Sunday 18:00-04:00,7.4,7.2,7.3
Tan LuSpicy Bean Curd Grilled Fish (Poly Plaza Store),2078,80, Grilled Fish, Pazhou, https://www.dianping.com/shop/k3SC3zoxRp7GY6tW, Monday to Sunday 09:00-22:00,9.1,9,9
Shanshui Supreme Pig Noodles (Haizhu Kecun Store),520,16, porridge noodles, Kecun/Chigang, https://www.dianping.com/shop/k3SC4IsyW5cDeAqD, Monday to Sunday 10:00-23:30,8.3,8.2,8.2
Baifu Noodle House (Qianjin Road store),22,17, porridge noodles, along Binjiang Road, https://www.dianping.com/shop/k3sDk3y1PD2r9gIf, Monday to Sunday 07:00-22:00,7.5,7.5,7.5
Under the Big Banyan Tree (Tianhe Link Exhibition Plaza Store),1689,83, Shunde Cuisine, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/k3sGrK8nr3jWuW3b, Monday to Sunday 11:00-21:30,9,9,9
Yueyuan Mingdian (Country Garden Clark Plaza Store),90,70, Tea Restaurant, Yonghe Town, https://www.dianping.com/shop/k3SMHxoKfIYSO8uR, Monday to Sunday 07 :00-23:30,7.3,7.3,7.2
Fishmeal KingFreshly cooked fish soup (Liwan Link Plaza Store),61,29, porridge noodles, Link Plaza Shopping Plaza, https://www.dianping.com/shop/k3sTyIIVneVHSo0q, Monday to Sunday 10:30-21:30,8.2,7.8,8.1
Nongcui Tea Restaurant (Nimble Plaza Store),129,48, Tea Restaurant, Chimelong/Nancun, https://www.dianping.com/shop/k3SUHATP3tUBppIL, Monday to Sunday 10:30-14:0017:00-21:00,8.1,8.3,8.4
Baiguoyuan PAGODA (Qianjin Road store),249,27, fruit shop, along Jiangnan Avenue, https://www.dianping.com/shop/k3SVq8xaquC7qsdS, Monday to Sunday 08: 00-23:30,7.4,7.5,7.4
Steamed WumenCantonese-style refreshments (Huiqiao store),709,64, Cantonese-style refreshments, Xinshi, https://www.dianping.com/shop/k3SyVEBUip2drMUO, Monday to all day sunday,7.8,7.9,7.5
Huaji Stone Food (Xihua Road Store),444,11, fast food, Zhongshan 6th Road, https://www.dianping.com/shop/k3SywBISBj3jF88d, Monday to Sunday 06:30-21:00,8.3,7.3,7.7
Lao Nongjia hand-shredded large bonesBeef brisket and beef offal stewLingnan local chicken (Yongqingfang store),1761,51, hot pot, Shangxiajiu Commercial District, https://www.dianping.com/shop/k3SZcxdCc5tOl2N1, Monday to Sunday 11:00-22:30,8.5,8.5,8.7
Rice cake JisenMiiGo handmade baking private shop,63,122, bread baking, Kangwang Road, https://www.dianping.com/shop/k3t30y5IaS0wdRQc, Monday to Sunday 09:00- 22:00,7.6,7.5,7.8
MishimayaYakitoriSushi Sashimi (Luogang Wanda Store),1940,79, Japanese cuisine, Luogang Wanda Plaza, https://www.dianping.com/shop/k3t6QIeMGS1GNWZ2, Monday to Sunday 11:00-14:30 16:00-21:30,8.6,8.6,8.7
Dabu Pork Offal Pot (Yongtai Branch),39,81, other food, along Baiyun Avenue, https://www.dianping.com/shop/k3T9BBABA0xrwfBV, Monday to Sunday 11 :00-14:3017:30-22:00,7.5,7.1,7.4
Zunzun Shiduo Coffee,215,43, Cafe, Hengbao Plaza, https://www.dianping.com/shop/k3tbXinQWcZHrkj7, Monday to Wednesday,8.5,8.6,8.6
Chuixi Private KitchenFresh CuisineThe Love of Red Mansion,709,291, Private Kitchen, Beijing Road Commercial District, https://www.dianping.com/shop/k3tGWUaIj7OL3gmy, Monday to Sunday 11 :30-22:00,8.5,8.3,8.4
Hakka Four Seasons Taste of Home (Taihe Jinbo Store),930,66, Hakka cuisine, Taihe Town, https://www.dianping.com/shop/k3THeLRvdbiS1ZTg, Monday to Friday 11:00-14:0017:00-21:00Saturday and Sunday 11:00-14:3017:00-21:00,9,9,9.1
Hakka Four Seasons Taste of Home (Taihe Jinbo Store),931,66, Hakka Cuisine, Taihe Town, https://www.dianping.com/shop/k3THeLRvdbiS1ZTg, Monday to Friday 11:00-14:0017:00-21:00Saturday and Sunday 11:00-14:3017:00-21:00,9,9,9.1
This daily food (Dagang store),115,77, Japanese food, Dagang, https://www.dianping.com/shop/k3TnzwUl80ZhY6DE, Monday to Sunday 11: 00-14:0017:00-21:30,8.2,8.3,8.3
Youkoufu (Renhe Xinjie Branch),10,21, Cantonese restaurant, Jiahe/Renhe, https://www.dianping.com/shop/k3tq6x85WNKJQqzE, Monday to Sunday 10:00-22:00,7.1,7.1,7.1
Shiwei Wonton Noodle Shop,17,11, snacks and fast food, North Station/Jianshe Road, https://www.dianping.com/shop/k3TSyKwcqdP4lxw7, Monday to Sunday 08: 00-19:00,7,7,7
Hongdu Fishing Village  Special Duck Mouth Fish (Lianhuashan Branch),255,78, Farm Cuisine, Panyu District, https://www.dianping.com/shop/k3U1XV4CJBqLhL8o, Monday to Sunday 10:00-14:0016:00-22:00,8.3,7.6,8.2
Youda Noodle House (Panyu Branch),208,76, porridge noodles, Chimelong/Nancun, https://www.dianping.com/shop/k3u33yc4tIYhzARX, Monday to Sunday 11 :00-14:0017:00-21:30,7.5,7.9,7.7
Wangpin Steak (Kaisa Plaza Store),7454,301, Western food, Teem City/Sports Center, https://www.dianping.com/shop/k3u50lPmNd9MhTsq, Monday to Sunday 11 :30-14:0017:30-21:00,8.9,9.1,9.1
Ingenious Niu MansionChaoshan Beef and Seafood Hot Pot (Sofitel),568,77, Chaoshan Beef Hot Pot, Teem City/Sports Center, https://www.dianping.com/shop/k3U9kKIdv78EoYrg, Monday to Sunday 11:00-14:3017:00-05:00,8.6,8.1,8.4
Uncle Nar's Xinjiang BBQ Tavern,130,67, Kebabs, Beijing Road Commercial District, https://www.dianping.com/shop/k3u9Oa7xpfhSGu7Q, Monday to Sunday 11: 30-03:00,8.2,8.6,8.6
